Datensatztyp*;EinheitMastrNummer;Anlagenbetreiber;Anzeigename;Postleitzahl;Ort;Strasse;Hausnummer;Bundesland;Land;Jahr_Inbetriebnahme;Jahr_Stilllegung**;Kraftwerksstatus;Energietraeger;Hauptbrennstoff;Waermeauskopplung_KWK;Erneuerbarer_Energietraeger;Bruttoleistung_MW;Nettonennleistung_MW;Technologie_Stromerzeugung;Volleinspeisung_Teileinspeisung;Spannungsebene;Anschlussnetzbetreiber;Bestandteil_Grenzkraftwerk;Grenzkraftwerk_Nettonennleistung_MW
Einzelanlage;SEE946069613440;Stadtwerke Frankfurt (Oder) GmbH;HKW FFO GM1;15236;Frankfurt;Am Hohen Feld;4;Brandenburg;Deutschland;2022;;InBetrieb;Erdgas;ErdgasErdoelgas;Ja;Nein;10,423;10,3584;Verbrennungsmotor;TeileinspeisungEigenverbrauch;Mittelspannung;Netzgesellschaft Frankfurt (Oder) mbH (SNB954814647626);Nein;
Einzelanlage;SEE916894674336;GLOBALFOUNDRIES Dresden Module One LLC & Co. KG;Gasmotoren-Blockheizkraftwerk II (Generator 3);01468;Moritzburg;Ringstra?e;3;Sachsen;Deutschland;2004;;InBetrieb;Erdgas;ErdgasErdoelgas;Ja;Nein;3,832;3,772;Verbrennungsmotor;TeileinspeisungEigenverbrauch;Mittelspannung;SachsenNetze GmbH (SNB980808485264);Nein;
Einzelanlage;SEE924793743626;LEW Wasserkraft;Gersthofen M5;86368;Gersthofen;Adolf-von-Baeyer-Stra?e;1;Bayern;Deutschland;1901;;InBetrieb;Wasser;;Nein;Ja;1,974;1,969;Laufwasseranlage;TeileinspeisungEigenverbrauch;Mittelspannung;LEW Verteilnetz GmbH (SNB911705062982);Nein;
Einzelanlage;SEE925648480314;medl GmbH;medl BHKW Broich Modul 1;45479;M?lheim;Duisburger Stra?e;50;NordrheinWestfalen;Deutschland;2014;;InBetrieb;Biomasse;;Ja;Ja;3,293;3,293;Verbrennungsmotor;Volleinspeisung;Mittelspannung;Westnetz GmbH (SNB921897286493);Nein;
Einzelanlage;SEE929865645150;INEOS Manufacturing Deutschland;Turbine 24;50769;K?ln;Alte Str.;201;NordrheinWestfalen;Deutschland;1966;;InBetrieb;Sonstige Energietraeger (nicht erneuerbar);SonstigeHergestellteGase;Nein;Nein;10,4;10,4;KondensationsmaschineohneEntnahme;TeileinspeisungEigenverbrauch;UmspannungZurMittelspannung;NETCUR GmbH (SNB974711150357);Nein;
Einzelanlage;SEE934999181948;Uniper Kraftwerke GmbH;Unterbergen K(Ro)2;86511;Schmiechen;Lechfeldstra?e;;Bayern;Deutschland;1983;;InBetrieb;Wasser;;Nein;Ja;4,7;4,067;Laufwasseranlage;Volleinspeisung;Hochspannung;LEW Verteilnetz GmbH (SNB911705062982);Nein;
Einzelanlage;SEE936922240418;RWE Generation Hydro GmbH;Lehmen Maschine 4;56332;Niederfell;An der B49;;RheinlandPfalz;Deutschland;1962;;InBetrieb;Wasser;;Nein;Ja;5;5;Laufwasseranlage;Volleinspeisung;UmspannungZurMittelspannung;Westnetz GmbH (SNB921897286493);Nein;
Einzelanlage;SEE939429845179;Querdel Energie GmbH;Querdel SKW Biomethan1;48336;Sassenberg;;;NordrheinWestfalen;Deutschland;2023;;InBetrieb;Biomasse;;Ja;Ja;3,352;3,352;Verbrennungsmotor;Volleinspeisung;Mittelspannung;Westnetz GmbH (SNB921897286493);Nein;
Einzelanlage;SEE942369834141;Zanders Paper GmbH;Kraftwerk Zanders Paper GmbH;51465;Bergisch Gladbach;An der Gohrsm?hle;25;NordrheinWestfalen;Deutschland;1989;;InBetrieb;Erdgas;ErdgasErdoelgas;Ja;Nein;21,56;21,06;GegendruckmaschinemitEntnahme;TeileinspeisungEigenverbrauch;Hochspannung;RheinNetz GmbH (SNB924477581384);Nein;
Einzelanlage;SEE957163765348;ORION Engineered Carbons GmbH;Generator 3;50997;K?ln;Harry-Kloepfer-Str.;1;NordrheinWestfalen;Deutschland;2020;;InBetrieb;Sonstige Energietraeger (nicht erneuerbar);AndereGase;Ja;Nein;14;13,4;GegendruckmaschinemitEntnahme;TeileinspeisungEigenverbrauch;Mittelspannung;Westnetz GmbH (SNB921897286493);Nein;
Einzelanlage;SEE901789931854;SWM Services GmbH;SWM HKW Sued GuD1 GT2;81371;M?nchen;Sch?ftlarnstra?e;15;Bayern;Deutschland;1980;;InBetrieb;Erdgas;ErdgasErdoelgas;Ja;Nein;98,9;97,9;GasturbinenmitAbhitzekessel;TeileinspeisungEigenverbrauch;Hochspannung;SWM Infrastruktur GmbH & Co. KG (SNB969473762610);Nein;
Einzelanlage;SEE902686859227;Nordzucker AG Werk Uelzen;Generator 2;29525;Uelzen;An der Zuckerfabrik;1;Niedersachsen;Deutschland;1965;;InBetrieb;Erdgas;ErdgasErdoelgas;Ja;Nein;17,1;14,9;GegendruckmaschinemitEntnahme;TeileinspeisungEigenverbrauch;Mittelspannung;Stadtwerke Uelzen GmbH (SNB965557517831);Nein;
Einzelanlage;SEE908125004449;Lausitz Energie Kraftwerke AG;Boxberg Block P;02943;Boxberg;Am Kraftwerk;1;Sachsen;Deutschland;1980;;InBetrieb;Braunkohle;Rohbraunkohlen;Ja;Nein;540;500;KondensationsmaschinemitEntnahme;TeileinspeisungEigenverbrauch;Hoechstspannung;50Hertz Transmission GmbH (SNB982046657236);Nein;
Einzelanlage;SEE917303295586;eins energie in sachsen GmbH & Co. KG;Motor-Heizkraftwerk Chemnitz-S?d, Motor 4;09125;Chemnitz;S?dstra?e;1;Sachsen;Deutschland;2022;;InBetrieb;Erdgas;ErdgasErdoelgas;Ja;Nein;12,9;12,7314;Verbrennungsmotor;TeileinspeisungEigenverbrauch;Hochspannung;inetz GmbH (SNB916663914472);Nein;
Einzelanlage;SEE920672219015;K?MMERER Energie GmbH;Generator 5;49090;Osnabr?ck;R?mereschstra?e;33;Niedersachsen;Deutschland;1977;;InBetrieb;Braunkohle;Wirbelschichtkohle;Ja;Nein;16,5;9,8;Sonstige;TeileinspeisungEigenverbrauch;Mittelspannung;SWO Netz GmbH (SNB943662886851);Nein;
Einzelanlage;SEE930248546148;Uniper Kraftwerke GmbH;Landau K1;94431;Pilsting;Stauseestra?e;1;Bayern;Deutschland;1984;;InBetrieb;Wasser;;Nein;Ja;4,2;4,2;Laufwasseranlage;Volleinspeisung;Mittelspannung;Bayernwerk Netz GmbH (SNB940352624434);Nein;
Einzelanlage;SEE970667868155;Stadtwerke Flensburg;Gasturbine 13;24939;Flensburg;Batteriestra?e;48;SchleswigHolstein;Deutschland;2022;;InBetrieb;Erdgas;ErdgasErdoelgas;Ja;Nein;60,6;60;GasturbinenmitAbhitzekessel;Volleinspeisung;Mittelspannung;Stadtwerke Flensburg GmbH (SNB922220582657);Nein;
Einzelanlage;SEE972526098451;Stadtwerke W?rzburg AG;Heizkraftwerk an der Friedensbr?cke DampfturbineIII;97080;W?rzburg;Veitsh?chheimer Stra?e;1;Bayern;Deutschland;1971;;InBetrieb;Erdgas;ErdgasErdoelgas;Ja;Nein;23,5;23;KondensationsmaschinemitEntnahme;Volleinspeisung;Mittelspannung;Mainfranken Netze GmbH (SNB915316807789);Nein;
Einzelanlage;SEE972922507168;swb Erzeugung AG & Co. KG;BHKW Hastedt Motor 01;28207;Bremen;Hastedter Osterdeich;255;Bremen;Deutschland;2022;;InBetrieb;Erdgas;ErdgasErdoelgas;Ja;Nein;11,8095;11,6794;Verbrennungsmotor;Volleinspeisung;Hochspannung;wesernetz Bremen GmbH (SNB942238573102);Nein;
Einzelanlage;SEE979394589432;Uniper Kraftwerke GmbH;Aufkirchen E F2;85445;Oberding;Bayernwerkstra?e;1;Bayern;Deutschland;1924;;InBetrieb;Wasser;;Nein;Ja;9;9;Laufwasseranlage;Volleinspeisung;Hochspannung;DB Energie GmbH (Bahnstromnetz 16,7 Hz) (SNB942182027607);Nein;
Einzelanlage;SEE979426528330;SWU Energie GmbH;BHKW Neu-Ulm M2;89231;Neu-Ulm;Bradleystra?e;32 1/2;Bayern;Deutschland;2021;;InBetrieb;Erdgas;ErdgasErdoelgas;Ja;Nein;2,676;2,622;Verbrennungsmotor;Volleinspeisung;Mittelspannung;Stadtwerke Ulm/Neu-Ulm Netze GmbH (SNB934068635945);Nein;
Einzelanlage;SEE918714025250;EnBW Energie Baden-W?rttemberg AG;illwerke vkw Kopswerk I M1;A-6793;Gaschurn;Kopswerk;;;Oesterreich;1969;;InBetrieb;Wasser;;Nein;Ja;96;96;Speicherwasseranlage;Volleinspeisung;Hoechstspannung;TransnetBW GmbH (SNB984944755380);Nein;
Einzelanlage;SEE921503407342;Wacker Chemie;Turbine/Generator 10;84489;Burghausen;Johannes-Hess-Stra?e;24;Bayern;Deutschland;2014;;InBetrieb;Erdgas;ErdgasErdoelgas;Ja;Nein;37,8;37,6;GegendruckmaschinemitEntnahme;TeileinspeisungEigenverbrauch;Mittelspannung;Bayernwerk Netz GmbH (SNB940352624434);Nein;
Einzelanlage;SEE924286409503;IKW R?dersdorf GmbH;IKW R?dersdorf;15562;R?dersdorf;Siedlerweg;11;Brandenburg;Deutschland;2007;;InBetrieb;Abfall;Industrieabfall;Ja;Nein;35,54;30;KondensationsmaschinemitEntnahme;TeileinspeisungEigenverbrauch;Hochspannung;E.DIS Netz GmbH (SNB941690671609);Nein;
Einzelanlage;SEE933265744528;Uniper Kraftwerke GmbH;Hemfurth F1;34549;Edertal;Randstra?e;;Hessen;Deutschland;1915;;InBetrieb;Wasser;;Nein;Ja;10;10;Speicherwasseranlage;Volleinspeisung;Hochspannung;Avacon Netz GmbH (SNB990362338043);Nein;
Einzelanlage;SEE936042422251;Kraftwerk Neuss GmbH;GT;41460;Neuss;D?sseldorfer Stra?e;182-184;NordrheinWestfalen;Deutschland;2025;;InBetrieb;Erdgas;ErdgasErdoelgas;Ja;Nein;16,971;16,871;GasturbinenmitAbhitzekessel;TeileinspeisungEigenverbrauch;Mittelspannung;Westnetz GmbH (SNB921897286493);Nein;
Einzelanlage;SEE936411567903;EnBW Energie Baden-W?rttemberg AG;WKW Rudolf-Fettweis-Werk Murgwerk M4;76596;Forbach;Werkstra?e;5;BadenWuerttemberg;Deutschland;1918;;InBetrieb;Wasser;;Nein;Ja;4,4;4,4;Speicherwasseranlage;TeileinspeisungEigenverbrauch;Hochspannung;Netze BW GmbH (SNB948311994307);Nein;
Einzelanlage;SEE936473203580;TEAG Th?ringer Energie AG;Gasmotor 2 Jena;07745;Jena;Rudolst?dter Stra?e;41;Thueringen;Deutschland;2022;;InBetrieb;Erdgas;ErdgasErdoelgas;Ja;Nein;12,616;12,175;Verbrennungsmotor;Volleinspeisung;UmspannungZurMittelspannung;TEN Th?ringer Energienetze GmbH & Co. KG (SNB970821959712);Nein;
Einzelanlage;SEE937544161082;SpreeStromErzeugungs GmbH;EBS Heizkraftwerk Spremberg;03130;Spremberg;An der Heide;A9;Brandenburg;Deutschland;2012;;InBetrieb;Abfall;Industrieabfall;Ja;Nein;22,707;17,5;KondensationsmaschinemitEntnahme;TeileinspeisungEigenverbrauch;Mittelspannung;Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931);Nein;
Einzelanlage;SEE953815288937;Batteriespeicher Immenstadt GmbH & Co. KG;BESS Immenstadt;87509;Immenstadt;;;Bayern;Deutschland;2025;;InBetrieb;Batteriespeicher;;Nein;Nein;15,8;15,8;Batterie;Volleinspeisung;Mittelspannung;Allg?uNetz GmbH & Co. KG (SNB926394308747);Nein;
Einzelanlage;SEE957496380690;Lausitz Energie Kraftwerke AG;Gasturbinenkraftwerk Thyrow GT B;15806;Zossen;Am Umspannwert;12;Brandenburg;Deutschland;1987;;Kapazit?tsreserve aufgrund von ? 13e EnWG;Erdgas;ErdgasErdoelgas;Nein;Nein;37,6;37,104;GasturbinenohneAbhitzekessel;Volleinspeisung;Hochspannung;50Hertz Transmission GmbH (SNB982046657236);Nein;
Einzelanlage;SEE966331411864;Lausitz Energie Kraftwerke AG;Kraftwerk Lippendorf Block R;04575;Neukieritzsch;Hauptstra?e;200;Sachsen;Deutschland;2000;;InBetrieb;Braunkohle;Rohbraunkohlen;Ja;Nein;942;891;KondensationsmaschinemitEntnahme;Volleinspeisung;Hoechstspannung;50Hertz Transmission GmbH (SNB982046657236);Nein;
Einzelanlage;SEE923223371170;Donau-Wasserkraft AG;Vohburg E K1;85088;Vohburg;Am Stausee;1;Bayern;Deutschland;1992;;InBetrieb;Wasser;;Nein;Ja;9,7;7,76;Laufwasseranlage;Volleinspeisung;Hochspannung;DB Energie GmbH (Bahnstromnetz 16,7 Hz) (SNB942182027607);Nein;
Einzelanlage;SEE925878652192;RWE Generation Hydro GmbH;Enkirch Maschine 1;56850;Enkirch;An der B 53;1;RheinlandPfalz;Deutschland;1966;;InBetrieb;Wasser;;Nein;Ja;4,6;4,6;Laufwasseranlage;Volleinspeisung;Mittelspannung;Westnetz GmbH (SNB921897286493);Nein;
Einzelanlage;SEE911097916719;Model Sachsen Papier GmbH;Gasturbine Model Sachsen Papier;04838;Eilenburg;Am Schanzberg;1;Sachsen;Deutschland;2009;;InBetrieb;Erdgas;ErdgasErdoelgas;Ja;Nein;30,6493;30,6493;GasturbinenmitnachgeschalteterDampfturbine;TeileinspeisungEigenverbrauch;Hochspannung;Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931);Nein;
Einzelanlage;SEE912994271871;thyssenkrupp Steel Europe AG;Hamborn 3;47166;Duisburg;Kaiser-Wilhelm-Str.;100;NordrheinWestfalen;Deutschland;1958;;InBetrieb;Sonstige Energietraeger (nicht erneuerbar);HochofengasKonvertergas;Ja;Nein;64;59,6;KondensationsmaschinemitEntnahme;TeileinspeisungEigenverbrauch;Hochspannung;Amprion GmbH (SNB976890256486);Nein;
Einzelanlage;SEE914740925915;SWP Stadtwerke Pforzheim;MOT 2;75175;Pforzheim;Hohwiesenweg;19;BadenWuerttemberg;Deutschland;2021;;InBetrieb;Erdgas;ErdgasErdoelgas;Ja;Nein;10,387;10,285;Verbrennungsmotor;TeileinspeisungEigenverbrauch;Hochspannung;SWP Stadtwerke Pforzheim GmbH & Co. KG (SNB929168402344);Nein;
Einzelanlage;SEE915666168653;EEW Energy from Waste Saarbr?cken GmbH;MHKW  Pirmasens Verbrennung II;66954;Pirmasens;Staffelberg;4;RheinlandPfalz;Deutschland;2022;;InBetrieb;Abfall;AbfallHausmuellSiedlungsabfaelle;Ja;Nein;19,15;16,4;KondensationsmaschinemitEntnahme;TeileinspeisungEigenverbrauch;Mittelspannung;Stadtwerke Pirmasens Versorgungs GmbH (SNB955001358523);Nein;
Einzelanlage;SEE915966254872;thyssenkrupp Steel Europe AG;Hamborn 5;47166;Duisburg;Kaiser-Wilhelm-Str.;100;NordrheinWestfalen;Deutschland;2003;;InBetrieb;Sonstige Energietraeger (nicht erneuerbar);HochofengasKonvertergas;Ja;Nein;241;225;KondensationsmaschinemitEntnahme;TeileinspeisungEigenverbrauch;Hochspannung;Amprion GmbH (SNB976890256486);Nein;
Einzelanlage;SEE919286948329;Gunvor Raffinerie Ingolstadt GmbH;Kraftwerk GRI;85092;K?sching;Essostra?e;1 ;Bayern;Deutschland;1964;;InBetrieb;Erdgas;ErdgasErdoelgas;Ja;Nein;7,8;7,8;GegendruckmaschinemitEntnahme;None;Hochspannung;Bayernwerk Netz GmbH (SNB940352624434);Nein;
Einzelanlage;SEE927716043575;EEW Energy from Waste Hannover GmbH;MVA EEW Hannover;30659;Hannover;Moorwaldweg;310;Niedersachsen;Deutschland;2005;;InBetrieb;Abfall;AbfallHausmuellSiedlungsabfaelle;Ja;Nein;29,6;27,2;KondensationsmaschinemitEntnahme;TeileinspeisungEigenverbrauch;Hochspannung;Avacon Netz GmbH (SNB990362338043);Nein;
Einzelanlage;SEE931261988564;naturenergie hochrhein AG;KW Wyhlen Straflo 01;79639;Grenzach-Wyhlen;Am Wasserkraftwerk;;BadenWuerttemberg;Deutschland;1992;;InBetrieb;Wasser;;Nein;Ja;4,6;4,5;Laufwasseranlage;TeileinspeisungEigenverbrauch;Hochspannung;naturenergie netze GmbH (SNB945502201350);Ja;4,5
Einzelanlage;SEE946556052639;GSH Green Steam H?rth GmbH;GSH Green Steam H?rth GmbH;50354;H?rth;Bertrams-Jagdweg;12;NordrheinWestfalen;Deutschland;2023;;InBetrieb;Biomasse;;Ja;Ja;20;18,3;KondensationsmaschinemitEntnahme;Volleinspeisung;Hochspannung;Westnetz GmbH (SNB921897286493);Nein;
Einzelanlage;SEE953605889740;enercity AG;Batteriespeicher Herrenhausen;30419;Hannover;Leinh?user Weg;5;Niedersachsen;Deutschland;2017;;InBetrieb;Batteriespeicher;;Nein;Nein;14;14;Batterie;Volleinspeisung;Hochspannung;enercity Netz GmbH (SNB971746988153);Nein;
Einzelanlage;SEE923304040681;RWE Generation SE;Gersteinwerk F GT (F1);59368;Werne;Hammer Stra?e;2;NordrheinWestfalen;Deutschland;1972;;Kapazit?tsreserve aufgrund von ? 13e EnWG;Erdgas;ErdgasErdoelgas;Nein;Nein;72;55;GasturbinenmitnachgeschalteterDampfturbine;TeileinspeisungEigenverbrauch;Hochspannung;Westnetz GmbH (SNB921897286493);Nein;
Einzelanlage;SEE942841758538;EnBW Energie Baden-W?rttemberg AG;illwerke vkw Kopswerk II M2;A-6793;Gaschurn;Montafoner Strasse;;;Oesterreich;2008;;InBetrieb;Pumpspeicher;;Nein;Nein;175;175;Pumpspeicher;Volleinspeisung;Hoechstspannung;TransnetBW GmbH (SNB984944755380);Nein;
Einzelanlage;SEE945779125267;ENGIE Deutschland Erneuerbare GmbH;Pfreimd T2;92723;T?nnesberg;Tanzm?hle;4;Bayern;Deutschland;2000;;InBetrieb;Wasser;;Nein;Ja;3,3;3,3;Laufwasseranlage;Volleinspeisung;Mittelspannung;Bayernwerk Netz GmbH (SNB940352624434);Nein;
Einzelanlage;SEE957189569340;EnBW Energie Baden-W?rttemberg AG;illwerke vkw Kopswerk II M3;A-6793;Gaschurn;Montafoner Strasse;;;Oesterreich;2008;;InBetrieb;Pumpspeicher;;Nein;Nein;175;175;Pumpspeicher;Volleinspeisung;Hoechstspannung;TransnetBW GmbH (SNB984944755380);Nein;
Einzelanlage;SEE962376547568;naturenergie hochrhein AG;KW Rheinfelden Maschine 4;4310;Rheinfelden;Chleigr?t;;;Schweiz;2010;;InBetrieb;Wasser;;Nein;Ja;23,6;22,9;Laufwasseranlage;TeileinspeisungEigenverbrauch;Hochspannung;naturenergie netze GmbH (SNB945502201350);Ja;22,9
stillgelegte Anlagen;SEE922145299326;Gothaer Stadtwerke ENERGIE;KWK-Modul 13 Gotha West;99867;Gotha;Waltersh?user Stra?e;98 a;Thueringen;Deutschland;2016;2026;endg?ltig stillgelegt ohne ? 13b EnWG oder KVBG;Erdgas;ErdgasErdoelgas;Ja;Nein;2;1,984;Verbrennungsmotor;TeileinspeisungEigenverbrauch;Mittelspannung;Gothaer Stadtwerke NETZ GmbH (SNB961316124487);Nein;
Einzelanlage;SEE928382664095;Pfleiderer Neumarkt GmbH;KWK Neumarkt;92318;Neumarkt;Dreichlingerstra?e;76;Bayern;Deutschland;2001;;InBetrieb;Biomasse;;Ja;Ja;4;3;GegendruckmaschinemitEntnahme;Volleinspeisung;Mittelspannung;Stadtwerke Neumarkt i. d. OPf. Energie GmbH (SNB989365725226);Nein;
Einzelanlage;SEE929405778768;RWE Generation Hydro GmbH;Enkirch Maschine 2;56850;Enkirch;An der B 53;1;RheinlandPfalz;Deutschland;1966;;InBetrieb;Wasser;;Nein;Ja;4,6;4,6;Laufwasseranlage;Volleinspeisung;Mittelspannung;Westnetz GmbH (SNB921897286493);Nein;
Einzelanlage;SEE932989146397;BTB Blockheizkraftwerks-, Tr?ger- und Betreibergesellschaft;NEZ Adlershof Modul 4;12489;Berlin;Albert-Einstein-Stra?e;22;Berlin;Deutschland;2010;;InBetrieb;Erdgas;ErdgasErdoelgas;Ja;Nein;2;1,97;Verbrennungsmotor;TeileinspeisungEigenverbrauch;Mittelspannung;Energienetze Berlin GmbH (SNB917314328846);Nein;
Einzelanlage;SEE944095305490;Stadtwerke W?rzburg AG;Heizkraftwerk an der Friedensbr?cke GasturbineII;97080;W?rzburg;Veitsh?chheimer Stra?e;1;Bayern;Deutschland;2009;;InBetrieb;Erdgas;ErdgasErdoelgas;Ja;Nein;30,5;30;GasturbinenmitAbhitzekessel;Volleinspeisung;Hochspannung;Mainfranken Netze GmbH (SNB915316807789);Nein;
Einzelanlage;SEE946029200710;Universit?tsklinkum Freiburg und Bad Krozingen;Dampfturbine 2;79106;Freiburg;Hartmannstra?e;1;BadenWuerttemberg;Deutschland;1970;;InBetrieb;Erdgas;ErdgasErdoelgas;Ja;Nein;8,3;8,13;GegendruckmaschinemitEntnahme;TeileinspeisungEigenverbrauch;Mittelspannung;badenovaNETZE GmbH (SNB965774651691);Nein;
Einzelanlage;SEE920801236685;SYNEQT GmbH;Kraftwerk VII, Block 71, DT710;45772;Marl;Paul-Baumann-Stra?e;1;NordrheinWestfalen;Deutschland;2022;;InBetrieb;Erdgas;ErdgasErdoelgas;Ja;Nein;36,33;36,23;GegendruckmaschinemitEntnahme;Volleinspeisung;Hochspannung;CPM Netz GmbH (SNB956923775696);Nein;
Einzelanlage;SEE920847840785;Stadtwerke M?nchen GmbH;SWM Uppenborn 1 Gen3;85368;Wang;Werkstra?e;25;Bayern;Deutschland;1930;;InBetrieb;Wasser;;Nein;Ja;8,8;8,8;Laufwasseranlage;TeileinspeisungEigenverbrauch;Hochspannung;SWM Infrastruktur GmbH & Co. KG (SNB969473762610);Nein;
Einzelanlage;SEE924343365650;Firma Mercedes-Benz AG Werk 050 HPC NC50 LN-Nr.: 17319765;W050-TS_Mercedes-Benz Werk Sindelfingen HKW Gasturbine 1;71063;Sindelfingen;Bela-Barenyi-Str.;;BadenWuerttemberg;Deutschland;2013;;InBetrieb;Erdgas;ErdgasErdoelgas;Ja;Nein;31,517;29,941;GasturbinenmitAbhitzekessel;TeileinspeisungEigenverbrauch;Hochspannung;Netze BW GmbH (SNB948311994307);Nein;
Einzelanlage;SEE926693191903;Uniper Kraftwerke GmbH;Pfrombach D F4;85368;Moosburg;Am Kraftwerk;1;Bayern;Deutschland;1929;;InBetrieb;Wasser;;Nein;Ja;4,38;4,38;Laufwasseranlage;Volleinspeisung;Hochspannung;Bayernwerk Netz GmbH (SNB940352624434);Nein;
Einzelanlage;SEE926900618322;envia THERM GmbH;Sermuth BHKW 1;04680;Colditz;Am Umspannwerk;2;Sachsen;Deutschland;1995;;InBetrieb;Mineraloelprodukte;HeizoelLeicht;Nein;Nein;7,2;5,7;Verbrennungsmotor;Volleinspeisung;Hochspannung;Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931);Nein;
Einzelanlage;SEE927168175756;Mark-E Aktiengesellschaft;Pumpspeicherwerk R?nkhausen PSW1;57413;Finnentrop;Glinge;9;NordrheinWestfalen;Deutschland;2019;;InBetrieb;Pumpspeicher;;Nein;Nein;69;69;Pumpspeicher;Volleinspeisung;Hochspannung;ENERVIE Vernetzt GmbH (SNB921319639913);Nein;
Einzelanlage;SEE927582792126;M?nch NextGen Storage GmbH;BESS Leuna 2;06217;Merseburg;;;SachsenAnhalt;Deutschland;2026;;InBetrieb;Batteriespeicher;;Nein;Nein;50,94;46,332;Batterie;Volleinspeisung;UmspannungZurMittelspannung;Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931);Nein;
Einzelanlage;SEE930982693153;Knapsack Power GmbH & Co. KG;Knapsack I - Gasturbine  GT11;50354;H?rth;Industriestra?e;300;NordrheinWestfalen;Deutschland;2007;;InBetrieb;Erdgas;ErdgasErdoelgas;Nein;Nein;295;295;GasturbinenmitnachgeschalteterDampfturbine;Volleinspeisung;Hoechstspannung;Amprion GmbH (SNB976890256486);Nein;
Einzelanlage;SEE939211785720;OMV Deutschland Operations GmbH & Co. KG;Dampfgeneratorturbine 1;84489;Burghausen;Haiminger Stra?e;1;Bayern;Deutschland;1970;;InBetrieb;Erdgas;ErdgasErdoelgas;Ja;Nein;8;7,8;KondensationsmaschinemitEntnahme;None;Niederspannung;Bayernwerk Netz GmbH (SNB940352624434);Nein;
Einzelanlage;SEE914438115895;EVH GmbH;Heizkraftwerk Dieselstra?e Block A;06130;Halle;Dieselstra?e;141;SachsenAnhalt;Deutschland;2020;;InBetrieb;Erdgas;ErdgasErdoelgas;Ja;Nein;57,646;56,845;GasturbinenmitnachgeschalteterDampfturbine;Volleinspeisung;UmspannungZurMittelspannung;Energieversorgung Halle Netz GmbH (SNB982934611074);Nein;
Einzelanlage;SEE922518617825;Koehler Kehl GmbH;Biomasse-HKW 1 Kehl;77694;Kehl;Bremenw?rtstra?e;5;BadenWuerttemberg;Deutschland;2002;;InBetrieb;Biomasse;;Ja;Ja;8,6;7,94;GegendruckmaschineohneEntnahme;TeileinspeisungEigenverbrauch;Mittelspannung;E-Werk Netze GmbH & Co. KG (SNB913992545742);Nein;
Einzelanlage;SEE923597137761;Sasol Germany GmbH;DT1;25541;Brunsb?ttel;Fritz-Staiger-Stra?e;15;SchleswigHolstein;Deutschland;1993;;InBetrieb;Waerme;Dampf;Nein;Nein;1,45;1,31;KondensationsmaschineohneEntnahme;TeileinspeisungEigenverbrauch;Mittelspannung;Stadtwerke Brunsb?ttel GmbH (SNB951835062254);Nein;
Einzelanlage;SEE925158531827;EVH GmbH;Heizkraftwerk Dieselstra?e NEA;06130;Halle;Dieselstra?e;141;SachsenAnhalt;Deutschland;2020;;InBetrieb;Erdgas;ErdgasErdoelgas;Ja;Nein;1,56;1,541;Verbrennungsmotor;TeileinspeisungEigenverbrauch;Mittelspannung;Energieversorgung Halle Netz GmbH (SNB982934611074);Nein;
Einzelanlage;SEE931406146903;Ruhr Oel GmbH ? BP Gelsenkirchen;LBG-1/599;45896;Gelsenkirchen;Pawiker Stra?e;30;NordrheinWestfalen;Deutschland;2025;;InBetrieb;Sonstige Energietraeger (nicht erneuerbar);AndereGase;Nein;Nein;15;15;KondensationsmaschineohneEntnahme;Volleinspeisung;Mittelspannung;Gelsenkirchen Raffinerie Netz GmbH (SNB939191427887);Nein;
Einzelanlage;SEE931485815622;Stadtwerke M?nchen GmbH;SWM Uppenborn 2 Gen2;84184;Tiefenbach;Schlo?berg;1;Bayern;Deutschland;1951;;InBetrieb;Wasser;;Nein;Ja;6;6;Laufwasseranlage;TeileinspeisungEigenverbrauch;Hochspannung;SWM Infrastruktur GmbH & Co. KG (SNB969473762610);Nein;
Einzelanlage;SEE935253303649;BMW AG;BMW Landshut KWK 6;84030;Landshut;Neidenburger Stra?e;13;Bayern;Deutschland;2018;;InBetrieb;Erdgas;ErdgasErdoelgas;Ja;Nein;4,473;4,3;Verbrennungsmotor;TeileinspeisungEigenverbrauch;Mittelspannung;Stadtwerke Landshut (SNB928992067729);Nein;
Einzelanlage;SEE935645540645;naturenergie hochrhein AG;KW Wyhlen Francis 07;79639;Grenzach-Wyhlen;Am Wasserkraftwerk;;BadenWuerttemberg;Deutschland;1912;;InBetrieb;Wasser;;Nein;Ja;2,184;2,166;Laufwasseranlage;TeileinspeisungEigenverbrauch;Hochspannung;naturenergie netze GmbH (SNB945502201350);Ja;2,166
Einzelanlage;SEE927477486369;Uniper Kraftwerke GmbH;Scheuring K(Ro)3;86937;Scheuring;;;Bayern;Deutschland;1980;;InBetrieb;Wasser;;Nein;Ja;4,5;4,067;Laufwasseranlage;Volleinspeisung;Hochspannung;LEW Verteilnetz GmbH (SNB911705062982);Nein;
