nr_MASTR,nr_betreiber,energie_type,verknuepfte_einheiten,name,einspeisung,leistung_brutto,plz,landkreis,ort,strasse,hausnummer,bundesland,laenge,breite,jahr_inbetriebnahme,jahr_stillgelegt,stillgelegt,name_KW,energietraeger,nr_KW
SEE994092353536,ABR915068942295,Wasser,SEE994092353536,WKW Bettenhausen M3,Teileinspeisung (einschließlich Eigenverbrauch),2000,72175,Rottweil,Dornhan,Werkstraße,17,Baden-Württemberg,8.53953,48.37634,1923,NA,FALSE,NA,Laufwasseranlage,NA
SEE976637378563,ABR905602812955,Wasser,"SEE976637378563, SEE982629644189, SEE948594525229",Wetter M1,Volleinspeisung,2400,58300,Ennepe-Ruhr-Kreis,Wetter,Schöntaler Straße,66,Nordrhein-Westfalen,7.392634,51.379547,1931,NA,FALSE,NA,Laufwasseranlage,NA
SEE982629644189,ABR905602812955,Wasser,"SEE976637378563, SEE982629644189, SEE948594525229",Wetter M2,Volleinspeisung,2400,58300,Ennepe-Ruhr-Kreis,Wetter,Schöntaler Straße,66,Nordrhein-Westfalen,7.392634,51.379547,1931,NA,FALSE,NA,Laufwasseranlage,NA
SEE948594525229,ABR905602812955,Wasser,"SEE976637378563, SEE982629644189, SEE948594525229",Wetter M3,Volleinspeisung,2400,58300,Ennepe-Ruhr-Kreis,Wetter,Schöntaler Straße,66,Nordrhein-Westfalen,7.392634,51.379547,1931,NA,FALSE,NA,Laufwasseranlage,NA
SEE952737641967,ABR964445887131,Wasser,"SEE952737641967, SEE975006170401, SEE906502707495",Kochendorf M1,Volleinspeisung,2200,74177,Heilbronn,Bad Friedrichshall,Am Neckarkanal,3,Baden-Württemberg,9.207417,49.216834,1925,NA,FALSE,NA,Laufwasseranlage,NA
SEE975006170401,ABR964445887131,Wasser,"SEE952737641967, SEE975006170401, SEE906502707495",Kochendorf M2,Volleinspeisung,2200,74177,Heilbronn,Bad Friedrichshall,Am Neckarkanal,3,Baden-Württemberg,9.207417,49.216834,1925,NA,FALSE,NA,Laufwasseranlage,NA
SEE906502707495,ABR964445887131,Wasser,"SEE952737641967, SEE975006170401, SEE906502707495",Kochendorf M3,Volleinspeisung,2200,74177,Heilbronn,Bad Friedrichshall,Am Neckarkanal,3,Baden-Württemberg,9.207417,49.216834,1925,NA,FALSE,NA,Laufwasseranlage,NA
SEE918920292644,ABR907042335667,Wasser,"SEE918920292644, SEE943491751207",WKW Kleinostheim M1,Volleinspeisung,4850,63801,Aschaffenburg,Kleinostheim,Schleuse,3,Bayern,9.048779,50.007207,1971,NA,FALSE,NA,Laufwasseranlage,NA
SEE943491751207,ABR907042335667,Wasser,"SEE918920292644, SEE943491751207",WKW Kleinostheim M2,Volleinspeisung,4850,63801,Aschaffenburg,Kleinostheim,Schleuse,3,Bayern,9.048779,50.007207,1971,NA,FALSE,NA,Laufwasseranlage,NA
SEE985107396679,ABR925974012494,Wasser,SEE985107396679,Schwammenauel Maschine 1,Volleinspeisung,14000,52396,Düren,Heimbach,Steinbachtal,NA,Nordrhein-Westfalen,6.444536,50.637915,1938,NA,FALSE,Schwammenauel,Speicherwasseranlage,NA
SEE932789982829,ABR907042335667,Wasser,SEE932789982829,Palzem,Volleinspeisung,4500,54439,Trier-Saarburg,Palzem,Friedens Aue,1,Rheinland-Pfalz,6.371913,49.565935,1964,NA,FALSE,NA,Laufwasseranlage,NA
SEE902383749623,ABR907042335667,Wasser,SEE902383749623,Neckarzimmern,Volleinspeisung,3500,74865,Neckar-Odenwald-Kreis,Neckarzimmern,Neckarstraße,14,Baden-Württemberg,9.132354,49.316799,1935,NA,FALSE,NA,Laufwasseranlage,NA
SEE935949048892,ABR915068942295,Wasser,"SEE935949048892, SEE975862748837, SEE901506319514, SEE936411567903, SEE999927238279, SEE903121707776",WKW Rudolf-Fettweis-Werk Murgwerk M1,Teileinspeisung (einschließlich Eigenverbrauch),4400,76596,Rastatt,Forbach,Werkstraße,5,Baden-Württemberg,8.3535,48.6695,1918,NA,FALSE,NA,Speicherwasseranlage,NA
SEE975862748837,ABR915068942295,Wasser,"SEE935949048892, SEE975862748837, SEE901506319514, SEE936411567903, SEE999927238279, SEE903121707776",WKW Rudolf-Fettweis-Werk Murgwerk M2,Teileinspeisung (einschließlich Eigenverbrauch),4400,76596,Rastatt,Forbach,Werkstraße,5,Baden-Württemberg,8.3535,48.6695,1918,NA,FALSE,NA,Speicherwasseranlage,NA
SEE901506319514,ABR915068942295,Wasser,"SEE935949048892, SEE975862748837, SEE901506319514, SEE936411567903, SEE999927238279, SEE903121707776",WKW Rudolf-Fettweis-Werk Murgwerk M3,Teileinspeisung (einschließlich Eigenverbrauch),4400,76596,Rastatt,Forbach,Werkstraße,5,Baden-Württemberg,8.3535,48.6695,1918,NA,FALSE,NA,Speicherwasseranlage,NA
SEE936411567903,ABR915068942295,Wasser,"SEE935949048892, SEE975862748837, SEE901506319514, SEE936411567903, SEE999927238279, SEE903121707776",WKW Rudolf-Fettweis-Werk Murgwerk M4,Teileinspeisung (einschließlich Eigenverbrauch),4400,76596,Rastatt,Forbach,Werkstraße,5,Baden-Württemberg,8.3535,48.6695,1918,NA,FALSE,NA,Speicherwasseranlage,NA
SEE999927238279,ABR915068942295,Wasser,"SEE935949048892, SEE975862748837, SEE901506319514, SEE936411567903, SEE999927238279, SEE903121707776",WKW Rudolf-Fettweis-Werk Murgwerk M5,Teileinspeisung (einschließlich Eigenverbrauch),4400,76596,Rastatt,Forbach,Werkstraße,5,Baden-Württemberg,8.3535,48.6695,1918,NA,FALSE,NA,Speicherwasseranlage,NA
SEE945113079652,ABR915068942295,Wasser,"SEE909400536488, SEE945113079652, SEE917537868679",WKW Rudolf-Fettweis-Werk NDW M2,Teileinspeisung (einschließlich Eigenverbrauch),1270,76596,Rastatt,Forbach,Werkstraße,5,Baden-Württemberg,8.356231,48.673025,1918,NA,FALSE,NA,Laufwasseranlage,NA
SEE910627268137,ABR907042335667,Wasser,SEE910627268137,Neckargmünd,Volleinspeisung,2500,69118,Heidelberg,Heidelberg,Kleingemünder Straße,94,Baden-Württemberg,8.777546,49.410743,1930,NA,FALSE,NA,Laufwasseranlage,NA
SEE930143046750,ABR907042335667,Wasser,SEE930143046750,Gundelsheim,Volleinspeisung,3050,74831,Heilbronn,Gundelsheim,Im Wert,6,Baden-Württemberg,9.156138,49.280478,1935,NA,FALSE,NA,Laufwasseranlage,NA
SEE958755332368,ABR907042335667,Wasser,SEE958755332368,Gutenbach Altanlage,Volleinspeisung,3700,69437,Neckar-Odenwald-Kreis,Neckargerach,Mörtelsteiner Straße,29,Baden-Württemberg,9.071908,49.392947,1935,NA,FALSE,NA,Laufwasseranlage,NA
SEE938337630143,ABR907042335667,Wasser,SEE938337630143,Gutenbach Neuanlage,Volleinspeisung,3100,69437,Neckar-Odenwald-Kreis,Neckargerach,Mörtelsteiner Straße,29,Baden-Württemberg,9.071908,49.392947,1992,NA,FALSE,NA,Laufwasseranlage,NA
SEE984453739475,ABR915068942295,Wasser,SEE984453739475,WKW Rudolf-Fettweis-Werk PSW Schwarzenbach M7,Teileinspeisung (einschließlich Eigenverbrauch),21500,76596,Rastatt,Forbach,Werkstraße,5,Baden-Württemberg,8.35345,48.66915,1926,NA,FALSE,WKW Rudolf-Fettweis-Werk PSW Schwarzenbach,Speicherwasseranlage,NA
SEE901440918859,ABR937637196106,Wasser,"SEE901440918859, SEE934395809149, SEE991917215321",RADAG M1,Volleinspeisung,27940,79774,Waldshut,Albbruck,Kraftwerkstraße,34,Baden-Württemberg,8.132229,47.585988,1934,NA,FALSE,Rheinkraftwerk Albbruck-Dogern (RADAG),Laufwasseranlage,NA
SEE934395809149,ABR937637196106,Wasser,"SEE901440918859, SEE934395809149, SEE991917215321",RADAG M2,Volleinspeisung,27940,79774,Waldshut,Albbruck,Kraftwerkstraße,34,Baden-Württemberg,8.132229,47.585988,1934,NA,FALSE,Rheinkraftwerk Albbruck-Dogern (RADAG),Laufwasseranlage,NA
SEE975648364909,ABR915068942295,Wasser,"SEE955634700423, SEE975648364909, SEE922473273890",WKW Säckingen M3,Teileinspeisung (einschließlich Eigenverbrauch),23000,79713,Waldshut,Bad Säckingen,Murger Weg,2,Baden-Württemberg,7.95655,47.55773,1966,NA,FALSE,Rheinkraftwerk Säckingen,Laufwasseranlage,NA
SEE922473273890,ABR915068942295,Wasser,"SEE955634700423, SEE975648364909, SEE922473273890",WKW Säckingen M4,Teileinspeisung (einschließlich Eigenverbrauch),23000,79713,Waldshut,Bad Säckingen,Murger Weg,2,Baden-Württemberg,7.95655,47.55773,1966,NA,FALSE,Rheinkraftwerk Säckingen,Laufwasseranlage,NA
SEE978187174503,ABR969064982205,Wasser,"SEE978187174503, SEE996980679766",Kraftwerk Oberaudorf-Ebbs MS1,Volleinspeisung,30000,83080,Miesbach,Oberaudorf,Untere Innauen,1,Bayern,12.198737,47.641111,1992,NA,FALSE,Kraftwerk Oberaudorf-Ebbs,Laufwasseranlage,NA
SEE991917215321,ABR937637196106,Wasser,"SEE901440918859, SEE934395809149, SEE991917215321",RADAG M3,Volleinspeisung,27940,79774,Waldshut,Albbruck,Kraftwerkstraße,34,Baden-Württemberg,8.132229,47.585988,1934,NA,FALSE,Rheinkraftwerk Albbruck-Dogern (RADAG),Laufwasseranlage,NA
SEE945779125267,ABR973937302977,Wasser,SEE945779125267,Pfreimd T2,Volleinspeisung,3300,92723,Neustadt a.d. Waldnaab,Tännesberg,Tanzmühle,4,Bayern,12.281245,49.552212,2000,NA,FALSE,NA,Laufwasseranlage,NA
SEE941870180563,ABR973937302977,Wasser,SEE941870180563,Pfreimd A1,Volleinspeisung,1800,92555,Schwandorf,Trausnitz,Seestraße,5,Bayern,12.263452,49.517453,1952,NA,FALSE,NA,Laufwasseranlage,NA
SEE946492105505,ABR969064982205,Wasser,"SEE946492105505, SEE912351283974, SEE992421348512, SEE979623845346",Kraftwerk Braunau-Simbach MS1,Volleinspeisung,25600,84375,Rottal-Inn,Kirchdorf,Am Kirchdorfer Waldsee,1,Bayern,13.004125,48.244715,1954,NA,FALSE,Kraftwerk Braunau-Simbach,Laufwasseranlage,NA
SEE995234903107,ABR969064982205,Wasser,"SEE995234903107, SEE973513212348, SEE983560968952, SEE941054035436",Kraftwerk Passau-Ingling MS1,Volleinspeisung,21600,94036,Passau,Passau,Innstraße,121,Bayern,13.434929,48.553389,1965,NA,FALSE,Kraftwerk Passau-Ingling,Laufwasseranlage,NA
SEE907943989181,ABR950811337010,Wasser,"SEE907943989181, SEE929107540175",KW Nußdorf MS1 (im Besitz von Innwerk und ÖBK),Volleinspeisung,26500,83131,Rosenheim,Nußdorf,Am Inn,19,Bayern,12.136467,47.744866,1982,NA,FALSE,KW Nußdorf (im Besitz von Innwerk und ÖBK),Laufwasseranlage,NA
SEE964117025212,ABR950811337010,Wasser,"SEE964117025212, SEE977891692877, SEE969078917545",Kraftwerk Ering-Frauenstein MS1,Volleinspeisung,24300,94140,Rottal-Inn,Ering,Innwerkstraße,38,Bayern,13.16003,48.290828,1942,NA,FALSE,Kraftwerk Ering-Frauenstein,Laufwasseranlage,NA
SEE948455839281,ABR950811337010,Wasser,"SEE948455839281, SEE993233732025, SEE914861690945, SEE922429625575, SEE957367978162, SEE974979035090",Kraftwerk Egglfing-Obernberg MS1,Volleinspeisung,13450,94072,Passau,Bad Füssing,Am Innwerk,13,Bayern,13.318687,48.32025,1944,NA,FALSE,Kraftwerk Egglfing-Obernberg,Laufwasseranlage,NA
SEE902378631681,ABR967287372797,Wasser,"SEE902378631681, SEE971499223693, SEE965528786747, SEE961706754454, SEE991958709742",Kraftwerk Jochenstein MS1,Volleinspeisung,26400,94107,Passau,Untergriesbach,Am Kraftwerk,2,Bayern,13.707638,48.518284,1956,NA,FALSE,Kraftwerk Jochenstein,Laufwasseranlage,NA
SEE947313574326,ABR997116496912,Wasser,"SEE977512784516, SEE982332501670, SEE947313574326",Kraftwerk Rosenheim MS3,Volleinspeisung,11700,83101,Rosenheim,Rohrdorf,Ahornstraße,10,Bayern,12.153611,47.838056,1960,NA,FALSE,Kraftwerk Rosenheim,Laufwasseranlage,NA
SEE917084256783,ABR935166532310,Wasser,SEE917084256783,GWS0024,Volleinspeisung,1150,31785,Hameln-Pyrmont,Hameln,Sudetenstraße,2,Niedersachsen,9.352847,52.105675,1986,NA,FALSE,NA,Laufwasseranlage,NA
SEE976865250884,ABR935166532310,Wasser,SEE976865250884,GWS0025,Volleinspeisung,2000,31787,Hameln-Pyrmont,Hameln,Inselstraße,5,Niedersachsen,9.351164,52.104279,1988,NA,FALSE,NA,Laufwasseranlage,NA
SEE940365032028,ABR915068942295,Wasser,"SEE924669631507, SEE940365032028",WKW Freudenberg M2,Teileinspeisung (einschließlich Eigenverbrauch),2150,97896,Main-Tauber-Kreis,Freudenberg,Schleusenweg,10,Baden-Württemberg,9.31997,49.75436,1934,NA,FALSE,NA,Laufwasseranlage,NA
SEE918714025250,ABR915068942295,Wasser,"SEE918714025250, SEE927932653541, SEE964481657378",illwerke vkw Kopswerk I M1,Volleinspeisung,96000,A-6793,NA,Gaschurn,Kopswerk,NA,NA,10.05815,46.971925,1969,NA,FALSE,illwerke vkw Kopswerk I,Speicherwasseranlage,NA
SEE927932653541,ABR915068942295,Wasser,"SEE918714025250, SEE927932653541, SEE964481657378",illwerke vkw Kopswerk I M2,Volleinspeisung,96000,A-6793,NA,Gaschurn,Kopswerk,NA,NA,10.05815,46.971925,1969,NA,FALSE,illwerke vkw Kopswerk I,Speicherwasseranlage,NA
SEE964481657378,ABR915068942295,Wasser,"SEE918714025250, SEE927932653541, SEE964481657378",illwerke vkw Kopswerk I M3,Volleinspeisung,96000,A-6793,NA,Gaschurn,Kopswerk,NA,NA,10.05815,46.971925,1969,NA,FALSE,illwerke vkw Kopswerk I,Speicherwasseranlage,NA
SEE901911520000,ABR915068942295,Wasser,"SEE901911520000, SEE932041539754, SEE971886830459, SEE943866326672, SEE921472787742, SEE957029086662, SEE990357023541",illwerke vkw Obervermuntwerk I M1,Volleinspeisung,18000,A-6794,NA,Partenen,Silvretta Hochalpenstrasse,NA,NA,10.05382,46.9272,1943,NA,FALSE,illwerke vkw Obervermuntwerk I,Speicherwasseranlage,NA
SEE932041539754,ABR915068942295,Wasser,"SEE901911520000, SEE932041539754, SEE971886830459, SEE943866326672, SEE921472787742, SEE957029086662, SEE990357023541",illwerke vkw Obervermuntwerk I M2,Volleinspeisung,18000,A-6794,NA,Partenen,Silvretta Hochalpenstrasse,NA,NA,10.05382,46.9272,1943,NA,FALSE,illwerke vkw Obervermuntwerk I,Speicherwasseranlage,NA
SEE952262880046,ABR915068942295,Wasser,"SEE952262880046, SEE918928929085, SEE932792338347",illwerke vkw Rodundwerk I M3,Volleinspeisung,50000,A-6773,NA,Vandans,Anton-Ammann-Straße,19,NA,9.8815,47.08514,1943,NA,FALSE,illwerke vkw Rodundwerk I,Speicherwasseranlage,NA
SEE918928929085,ABR915068942295,Wasser,"SEE952262880046, SEE918928929085, SEE932792338347",illwerke vkw Rodundwerk I M4,Volleinspeisung,50000,A-6773,NA,Vandans,Anton-Ammann-Straße,19,NA,9.8815,47.08514,1943,NA,FALSE,illwerke vkw Rodundwerk I,Speicherwasseranlage,NA
SEE971886830459,ABR915068942295,Wasser,"SEE901911520000, SEE932041539754, SEE971886830459, SEE943866326672, SEE921472787742, SEE957029086662, SEE990357023541",illwerke vkw Vermuntwerk M1,Volleinspeisung,85000,A-6794,NA,Partenen,Vermuntbahnstrasse,47,NA,10.05577,46.96883,1930,NA,FALSE,illwerke vkw Vermuntwerk,Speicherwasseranlage,NA
SEE943866326672,ABR915068942295,Wasser,"SEE901911520000, SEE932041539754, SEE971886830459, SEE943866326672, SEE921472787742, SEE957029086662, SEE990357023541",illwerke vkw Vermuntwerk M2,Volleinspeisung,85000,A-6794,NA,Partenen,Vermuntbahnstrasse,47,NA,10.05577,46.96883,1930,NA,FALSE,illwerke vkw Vermuntwerk,Speicherwasseranlage,NA
SEE941806615008,ABR926412045777,Wasser,SEE941806615008,FKW-Eutingen,Volleinspeisung,1019,75181,Pforzheim,Pforzheim,Inselstraße,0,Baden-Württemberg,8.747512,48.907914,1991,NA,FALSE,NA,Laufwasseranlage,NA
SEE921472787742,NA,Wasser,"SEE901911520000, SEE932041539754, SEE971886830459, SEE943866326672, SEE921472787742, SEE957029086662, SEE990357023541",illwerke vkw Vermuntwerk M3,Volleinspeisung,30000,A-6794,NA,Partenen,Vermuntbahnstrasse,47,NA,10.05577,46.96883,1930,2026,TRUE,illwerke vkw Vermuntwerk,Speicherwasseranlage,NA
SEE957029086662,NA,Wasser,"SEE901911520000, SEE932041539754, SEE971886830459, SEE943866326672, SEE921472787742, SEE957029086662, SEE990357023541",illwerke vkw Vermuntwerk M4,Volleinspeisung,30000,A-6794,NA,Partenen,Vermuntbahnstrasse,47,NA,10.05577,46.96883,1930,2026,TRUE,illwerke vkw Vermuntwerk,Speicherwasseranlage,NA
SEE990357023541,NA,Wasser,"SEE901911520000, SEE932041539754, SEE971886830459, SEE943866326672, SEE921472787742, SEE957029086662, SEE990357023541",illwerke vkw Vermuntwerk M5,Volleinspeisung,37000,A-6794,NA,Partenen,Vermuntbahnstrasse,47,NA,10.05577,46.96883,1930,2026,TRUE,illwerke vkw Vermuntwerk,Speicherwasseranlage,NA
SEE955261480668,ABR915068942295,Wasser,"SEE955261480668, SEE986008964080",illwerke vkw Latschauwerk M1,Volleinspeisung,4000,A-6774,NA,Tschagguns,Latschaustrasse,NA,NA,9.87529,47.07489,1950,NA,FALSE,NA,Speicherwasseranlage,NA
SEE986008964080,ABR915068942295,Wasser,"SEE955261480668, SEE986008964080",illwerke vkw Latschauwerk M2,Volleinspeisung,4000,A-6774,NA,Tschagguns,Latschaustrasse,NA,NA,9.87529,47.07489,1950,NA,FALSE,NA,Speicherwasseranlage,NA
SEE932792338347,ABR915068942295,Wasser,"SEE952262880046, SEE918928929085, SEE932792338347",illwerke vkw Rodundwerk I M1,Volleinspeisung,50000,A-6773,NA,Vandans,Anton-Ammann-Straße,19,NA,9.8815,47.08514,1943,NA,FALSE,illwerke vkw Rodundwerk I,Speicherwasseranlage,NA
SEE939790663518,ABR951932591886,Wasser,SEE939790663518,E412360101M3060112XG4000020800001,Volleinspeisung,1200,06667,Burgenlandkreis,Weißenfels,Leipziger Straße,112,Sachsen-Anhalt,11.981687,51.207515,1999,NA,FALSE,NA,Laufwasseranlage,NA
SEE932005346817,ABR918287479993,Wasser,"SEE934614973477, SEE932005346817, SEE906820886636",WKA Schwitten Generator 2,Volleinspeisung,1200,58708,Märkischer Kreis,Menden,Fröndenberger Straße,NA,Nordrhein-Westfalen,7.768638,51.469174,1923,NA,FALSE,NA,Laufwasseranlage,NA
SEE901604837408,ABR920411149450,Wasser,"SEE967558939506, SEE901604837408, SEE935602197158, SEE985755138850, SEE948936460041, SEE961245060139, SEE915246106037, SEE905826160993",Saalachkraftwerk E2,Volleinspeisung,1280,83435,Berchtesgadener Land,Bad Reichenhall,Thumseestraße,25,Bayern,12.863147,47.718211,1914,NA,FALSE,NA,Laufwasseranlage,NA
SEE935602197158,ABR920411149450,Wasser,"SEE967558939506, SEE901604837408, SEE935602197158, SEE985755138850, SEE948936460041, SEE961245060139, SEE915246106037, SEE905826160993",Saalachkraftwerk E3,Volleinspeisung,1280,83435,Berchtesgadener Land,Bad Reichenhall,Thumseestraße,25,Bayern,12.863147,47.718211,1914,NA,FALSE,NA,Laufwasseranlage,NA
SEE985755138850,ABR920411149450,Wasser,"SEE967558939506, SEE901604837408, SEE935602197158, SEE985755138850, SEE948936460041, SEE961245060139, SEE915246106037, SEE905826160993",Saalachkraftwerk E5,Volleinspeisung,1280,83435,Berchtesgadener Land,Bad Reichenhall,Thumseestraße,25,Bayern,12.863147,47.718211,1914,NA,FALSE,NA,Laufwasseranlage,NA
SEE948936460041,ABR920411149450,Wasser,"SEE967558939506, SEE901604837408, SEE935602197158, SEE985755138850, SEE948936460041, SEE961245060139, SEE915246106037, SEE905826160993",Saalachkraftwerk D1,Teileinspeisung (einschließlich Eigenverbrauch),1593,83435,Berchtesgadener Land,Bad Reichenhall,Thumseestraße,25,Bayern,12.863147,47.718211,1914,NA,FALSE,NA,Laufwasseranlage,NA
SEE961245060139,ABR920411149450,Wasser,"SEE967558939506, SEE901604837408, SEE935602197158, SEE985755138850, SEE948936460041, SEE961245060139, SEE915246106037, SEE905826160993",Saalachkraftwerk D3,Teileinspeisung (einschließlich Eigenverbrauch),1593,83435,Berchtesgadener Land,Bad Reichenhall,Thumseestraße,25,Bayern,12.863147,47.718211,1914,NA,FALSE,NA,Laufwasseranlage,NA
SEE915246106037,ABR920411149450,Wasser,"SEE967558939506, SEE901604837408, SEE935602197158, SEE985755138850, SEE948936460041, SEE961245060139, SEE915246106037, SEE905826160993",Saalachkraftwerk D4,Teileinspeisung (einschließlich Eigenverbrauch),2002.5,83435,Berchtesgadener Land,Bad Reichenhall,Thumseestraße,25,Bayern,12.863147,47.718211,1914,NA,FALSE,NA,Laufwasseranlage,NA
SEE905826160993,ABR920411149450,Wasser,"SEE967558939506, SEE901604837408, SEE935602197158, SEE985755138850, SEE948936460041, SEE961245060139, SEE915246106037, SEE905826160993",Saalachkraftwerk D2,Teileinspeisung (einschließlich Eigenverbrauch),1750,83435,Berchtesgadener Land,Bad Reichenhall,Thumseestraße,25,Bayern,12.863147,47.718211,1914,NA,FALSE,NA,Laufwasseranlage,NA
SEE955267790761,ABR944613332649,Wasser,"SEE955267790761, SEE900148733979",WKA Muldestausee,Volleinspeisung,1560,06774,Anhalt-Bitterfeld,Muldestausee,Muldensteiner Straße,999 R,Sachsen-Anhalt,12.356123,51.655264,2021,NA,FALSE,NA,Laufwasseranlage,NA
SEE925570951074,ABR997116496912,Wasser,"SEE923389370246, SEE941348086168, SEE925570951074, SEE931353190974",Kraftwerk Neuötting MS2,Volleinspeisung,8700,84524,Altötting,Neuötting,Innstraße,11,Bayern,12.691111,48.249722,1951,NA,FALSE,NA,Laufwasseranlage,NA
SEE931353190974,ABR997116496912,Wasser,"SEE923389370246, SEE941348086168, SEE925570951074, SEE931353190974",Kraftwerk Neuötting MS3,Volleinspeisung,8700,84524,Altötting,Neuötting,Innstraße,11,Bayern,12.691111,48.249722,1951,NA,FALSE,NA,Laufwasseranlage,NA
SEE907623234099,ABR914764874992,Wasser,"SEE964547669994, SEE911141860432, SEE907623234099, SEE929896845130, SEE988531591306, SEE916044649719",Finsterau Pr(AF)3,Volleinspeisung,1300,86956,Weilheim-Schongau,Schongau,Rösenaustraße,4,Bayern,10.9285,47.8341,1950,NA,FALSE,NA,Laufwasseranlage,NA
SEE929896845130,ABR914764874992,Wasser,"SEE964547669994, SEE911141860432, SEE907623234099, SEE929896845130, SEE988531591306, SEE916044649719",Finsterau Pr(AF)4,Volleinspeisung,1300,86956,Weilheim-Schongau,Schongau,Rösenaustraße,4,Bayern,10.9285,47.8341,1950,NA,FALSE,NA,Laufwasseranlage,NA
SEE988531591306,ABR914764874992,Wasser,"SEE964547669994, SEE911141860432, SEE907623234099, SEE929896845130, SEE988531591306, SEE916044649719",Finsterau Pr(AF)5,Volleinspeisung,1300,86956,Weilheim-Schongau,Schongau,Rösenaustraße,4,Bayern,10.9285,47.8341,1950,NA,FALSE,NA,Laufwasseranlage,NA
SEE916044649719,ABR914764874992,Wasser,"SEE964547669994, SEE911141860432, SEE907623234099, SEE929896845130, SEE988531591306, SEE916044649719",Finsterau Pr(AF)6,Volleinspeisung,1300,86956,Weilheim-Schongau,Schongau,Rösenaustraße,4,Bayern,10.9285,47.8341,1950,NA,FALSE,NA,Laufwasseranlage,NA
SEE920405564993,ABR997116496912,Wasser,"SEE928246905913, SEE920405564993, SEE976445927045",Kraftwerk Stammham MS2,Volleinspeisung,7733,84533,Altötting,Stammham,Innstufenstraße,15,Bayern,12.865833,48.247222,1955,NA,FALSE,NA,Laufwasseranlage,NA
SEE976445927045,ABR997116496912,Wasser,"SEE928246905913, SEE920405564993, SEE976445927045",Kraftwerk Stammham MS3,Volleinspeisung,7733,84533,Altötting,Stammham,Innstufenstraße,15,Bayern,12.865833,48.247222,1955,NA,FALSE,NA,Laufwasseranlage,NA
SEE949459256067,ABR997116496912,Wasser,"SEE921294761234, SEE949459256067, SEE974434785997",Kraftwerk Perach MS2,Volleinspeisung,6466,84567,Altötting,Perach,Niederperach,45,Bayern,12.789507,48.261444,1977,NA,FALSE,NA,Laufwasseranlage,NA
SEE974434785997,ABR997116496912,Wasser,"SEE921294761234, SEE949459256067, SEE974434785997",Kraftwerk Perach MS3,Volleinspeisung,6466,84567,Altötting,Perach,Niederperach,45,Bayern,12.789507,48.261444,1977,NA,FALSE,NA,Laufwasseranlage,NA
SEE989323268666,NA,Wasser,SEE989323268666,Kraftwerk Töging MS2,Volleinspeisung,6093,84513,Altötting,Töging,Werkstraße,18,Bayern,12.585556,48.250278,1924,2021,TRUE,NA,Laufwasseranlage,NA
SEE937161881158,NA,Wasser,SEE937161881158,Kraftwerk Töging MS3,Volleinspeisung,6093,84513,Altötting,Töging,Werkstraße,18,Bayern,12.585556,48.250278,1924,2021,TRUE,NA,Laufwasseranlage,NA
SEE910728541351,NA,Wasser,SEE910728541351,Kraftwerk Töging MS4,Volleinspeisung,6093,84513,Altötting,Töging,Werkstraße,18,Bayern,12.585556,48.250278,1924,2022,TRUE,NA,Laufwasseranlage,NA
SEE962318991879,NA,Wasser,SEE962318991879,Kraftwerk Töging MS5,Volleinspeisung,6093,84513,Altötting,Töging,Werkstraße,18,Bayern,12.585556,48.250278,1924,2022,TRUE,NA,Laufwasseranlage,NA
SEE965312155841,NA,Wasser,SEE965312155841,Kraftwerk Töging MS6,Volleinspeisung,6093,84513,Altötting,Töging,Werkstraße,18,Bayern,12.585556,48.250278,1924,2021,TRUE,NA,Laufwasseranlage,NA
SEE942159239255,NA,Wasser,SEE942159239255,Kraftwerk Töging MS7,Volleinspeisung,6093,84513,Altötting,Töging,Werkstraße,18,Bayern,12.585556,48.250278,1924,2021,TRUE,NA,Laufwasseranlage,NA
SEE959664119668,NA,Wasser,SEE959664119668,Kraftwerk Töging MS8,Volleinspeisung,6093,84513,Altötting,Töging,Werkstraße,18,Bayern,12.585556,48.250278,1924,2021,TRUE,NA,Laufwasseranlage,NA
SEE934634006773,NA,Wasser,SEE934634006773,Kraftwerk Töging MS9,Volleinspeisung,6093,84513,Altötting,Töging,Werkstraße,18,Bayern,12.585556,48.250278,1924,2021,TRUE,NA,Laufwasseranlage,NA
SEE912578563729,NA,Wasser,SEE912578563729,Kraftwerk Töging MS10,Volleinspeisung,6093,84513,Altötting,Töging,Werkstraße,18,Bayern,12.585556,48.250278,1924,2021,TRUE,NA,Laufwasseranlage,NA
SEE951867433930,NA,Wasser,SEE951867433930,Kraftwerk Töging MS11,Volleinspeisung,6093,84513,Altötting,Töging,Werkstraße,18,Bayern,12.585556,48.250278,1924,2021,TRUE,NA,Laufwasseranlage,NA
SEE959613694802,NA,Wasser,SEE959613694802,Kraftwerk Töging MS12,Volleinspeisung,6093,84513,Altötting,Töging,Werkstraße,18,Bayern,12.585556,48.250278,1924,2021,TRUE,NA,Laufwasseranlage,NA
SEE969568822243,NA,Wasser,SEE969568822243,Kraftwerk Töging MS13,Volleinspeisung,6093,84513,Altötting,Töging,Werkstraße,18,Bayern,12.585556,48.250278,1924,2021,TRUE,NA,Laufwasseranlage,NA
SEE938858606689,NA,Wasser,SEE938858606689,Kraftwerk Töging MS14,Volleinspeisung,6093,84513,Altötting,Töging,Werkstraße,18,Bayern,12.585556,48.250278,1924,2021,TRUE,NA,Laufwasseranlage,NA
