nr_MASTR,name,betreiber,energietraeger,brennstoff,leistung_brutto,leistung_netto,jahr_inbetriebnahme,einspeisung,plz,ort,strasse,hausnummer,bundesland,stillgelegt,jahr_stillegung,stillegung_type
SEE907837230047,Prem K(Ro)1,Uniper Kraftwerke GmbH,Wasser,NA,6.4,6.4,1971,TeileinspeisungEigenverbrauch,86983,Lechbruck,Am Premer Lechsee,NA,Bayern,FALSE,NA,NA
SEE908836263777,IN_N19_KWKK_GT2,AUDI,Erdgas,ErdgasErdoelgas,5.1,4.985,1998,TeileinspeisungEigenverbrauch,85057,Ingolstadt,Ettinger Straße,105,Bayern,FALSE,NA,NA
SEE914128531905,Euskirchen Generator 2,Pfeifer & Langen GmbH & Co. KG,Erdgas,ErdgasErdoelgas,6.6,6.232,1981,TeileinspeisungEigenverbrauch,53879,Euskirchen,Bonner Straße,2,NordrheinWestfalen,FALSE,NA,NA
SEE912008346410,Dampfturbine,Baden Board GmbH,Waerme,Dampf,10.8,10.8,1974,None,76593,Gernsbach,Fabrikstraße,1,BadenWuerttemberg,FALSE,NA,other
SEE912020488365,Ruhrort 2,thyssenkrupp Steel Europe AG,Sonstige Energietraeger (nicht erneuerbar),HochofengasKonvertergas,64,59.6,1955,TeileinspeisungEigenverbrauch,47166,Duisburg,Kaiser-Wilhelm-Str.,100,NordrheinWestfalen,FALSE,NA,NA
SEE900559860912,WUN Pellets - BHKW - Modul II,WUN Pellets GmbH,Erdgas,ErdgasErdoelgas,4.5,4.41,2018,TeileinspeisungEigenverbrauch,95632,Wunsiedel,Am Energiepark,3,Bayern,FALSE,NA,NA
SEE902009757629,Notstromdiesel,AVEA Entsorgungsbetriebe,Mineraloelprodukte,HeizoelLeicht,1.395,1.395,2010,TeileinspeisungEigenverbrauch,51373,Leverkusen,Im Eisholz,12,NordrheinWestfalen,FALSE,NA,NA
SEE906899424722,S300 NT7,BASF SE,Waerme,Dampf,24.5,24,2001,TeileinspeisungEigenverbrauch,67063,Ludwigshafen,Carl-Bosch-Straße,38,RheinlandPfalz,FALSE,NA,NA
SEE908293161302,Dampfturbine 7,Buchmann Karton,Erdgas,ErdgasErdoelgas,10.8,10.8,2014,TeileinspeisungEigenverbrauch,76855,Annweiler,Wasgaustraße,5,RheinlandPfalz,FALSE,NA,NA
SEE908964165929,T-DT,SWE Energie GmbH,Erdgas,ErdgasErdoelgas,10.5,10.5,2022,Volleinspeisung,99087,Erfurt,Stotternheimer Straße,40,Thueringen,FALSE,NA,NA
SEE911179819280,Gottfrieding K2,Uniper Kraftwerke GmbH,Wasser,NA,3,3,1974,Volleinspeisung,84177,Gottfrieding,Isarweg,1,Bayern,FALSE,NA,NA
SEE910623192382,Dampfturbine II Südzucker Offstein,Südzucker AG,Waerme,Dampf,8.67,7.4891,1969,TeileinspeisungEigenverbrauch,67283,Obrigheim,Wormser Straße,11,RheinlandPfalz,FALSE,NA,NA
SEE918111432224,Turbinengenerator3-SiemensT1915,Sappi Ehingen GmbH,Erdgas,ErdgasErdoelgas,7.185,5.17,1961,TeileinspeisungEigenverbrauch,89584,Ehingen,Biberacher Straße,73,BadenWuerttemberg,FALSE,NA,NA
SEE900610669775,PSW Hohenwarte 2 PSS H,Vattenfall Wasserkraft GmbH,Pumpspeicher,NA,40,39.7,1966,Volleinspeisung,07338,Hohenwarte,Preßwitzer Straße,25,Thueringen,FALSE,NA,NA
SEE907282834715,"Kraftwerk VI, Block 61, GT611",SYNEQT GmbH,Erdgas,ErdgasErdoelgas,56.76,55.3,2022,Volleinspeisung,45772,Marl,Paul-Baumann-Straße,1,NordrheinWestfalen,FALSE,NA,NA
SEE911129038174,BHKW-Anlage,Stadtwerke Cottbus GmbH,Erdgas,ErdgasErdoelgas,53.916,53.481,2022,Volleinspeisung,03052,Cottbus,Werner-von-Siemens-Straße,16,Brandenburg,FALSE,NA,NA
SEE902378631681,Kraftwerk Jochenstein MS1,Donaukraftwerk Jochenstein AG,Wasser,NA,26.4,26.4,1956,Volleinspeisung,94107,Untergriesbach,Am Kraftwerk,2,Bayern,FALSE,NA,NA
SEE905270326723,Großkayna GT3,envia THERM GmbH,Mineraloelprodukte,HeizoelLeicht,45.625,45.625,1994,Volleinspeisung,06242,Großkayna,Werkstraße,1,SachsenAnhalt,FALSE,NA,NA
SEE909400381729,Hemfurth F2,Uniper Kraftwerke GmbH,Wasser,NA,10,10,1915,Volleinspeisung,34549,Edertal,Randstraße,NA,Hessen,FALSE,NA,NA
SEE912583238223,Gasmotor 3 Jena,TEAG Thüringer Energie AG,Erdgas,ErdgasErdoelgas,12.616,12.175,2022,Volleinspeisung,07745,Jena,Rudolstädter Straße,41,Thueringen,FALSE,NA,NA
SEE912827261192,Oberpeiching M2,LEW Wasserkraft,Wasser,NA,6.15,6.145,1954,TeileinspeisungEigenverbrauch,86698,Oberndorf,NA,NA,Bayern,FALSE,NA,NA
SEE914688001801,DT 2 (KKK),Smurfit Westrock Hoya Paper & Board GmbH,Erdgas,ErdgasErdoelgas,4.52,4.339,1996,Volleinspeisung,27318,Hoya,Von-dem-Bussche-Straße,1,Niedersachsen,FALSE,NA,NA
SEE914857304191,Dormagen GT1,RWE Generation SE,Erdgas,ErdgasErdoelgas,189,184,2000,TeileinspeisungEigenverbrauch,41540,Dormagen,Alte Heerstraße,1,NordrheinWestfalen,FALSE,NA,NA
SEE901410470721,GT3,DREWAG - Stadtwerke Dresden GmbH,Erdgas,ErdgasErdoelgas,65,62,1995,Volleinspeisung,01159,Dresden,Oederaner Straße,21,Sachsen,FALSE,NA,NA
SEE906636749798,KW Säckingen A7,Schluchseewerk AG,Pumpspeicher,NA,90,90,1966,None,79713,Bad Säckingen,Stollenweg,2,BadenWuerttemberg,FALSE,NA,NA
SEE908119179962,HDH_004_Industrieheizkraftwerk-Heidenheim_GM4,J. M. Voith SE & Co. KG,Erdgas,ErdgasErdoelgas,3.884,3.725,1999,TeileinspeisungEigenverbrauch,89522,Heidenheim,Alexanderstraße,8,BadenWuerttemberg,FALSE,NA,NA
SEE909212211870,SMAREG6 Gunzenhausen,SMAREG 6 GmbH & Co. KG,Batteriespeicher,NA,32.04,32.04,2024,Volleinspeisung,91710,Gunzenhausen,Richard-Stücklen-Strasse,9,Bayern,FALSE,NA,NA
SEE911454349471,Batteriespeicher Garzweiler,RWE Battery Solutions GmbH,Batteriespeicher,NA,6.5,6.5,2023,Volleinspeisung,50181,Bedburg,NA,NA,NordrheinWestfalen,FALSE,NA,NA
SEE913282681389,Dampfturbine I Südzucker Plattling,Südzucker AG,Waerme,Dampf,7.1,6.7895,1962,TeileinspeisungEigenverbrauch,94447,Plattling,Dr.-Ludwig-Kayser-Straße,1,Bayern,FALSE,NA,NA
SEE925192446583,Emsland C GT2,RWE Generation SE,Erdgas,ErdgasErdoelgas,60,58,2011,Volleinspeisung,49808,Lingen,Schüttorfer Straße,100,Niedersachsen,FALSE,NA,NA
SEE925683830624,Dampfturbine II Südzucker Offenau,Südzucker AG,Waerme,Dampf,8.64,7.344,1971,TeileinspeisungEigenverbrauch,74254,Offenau,Ludwig-Kayser-Straße,1,BadenWuerttemberg,FALSE,NA,NA
SEE927234931354,Kraftwerk Teufelsbruck MS3,VERBUND Innkraftwerke GmbH,Wasser,NA,5,5,1938,Volleinspeisung,83564,Soyen,Ponschabaustraße,25,Bayern,FALSE,NA,NA
SEE903171052819,Biomasseheizkraftwerk,Mercer Timber Products GmbH,Biomasse,NA,16.113,12.89,2008,Volleinspeisung,07929,Saalburg-Ebersdorf,Am Bahnhof,123,Thueringen,FALSE,NA,NA
SEE909002940690,GKM Block 6,Grosskraftwerk Mannheim,Steinkohle,None,280,255,2005,TeileinspeisungEigenverbrauch,68199,Mannheim,Marguerrestraße,1,BadenWuerttemberg,FALSE,NA,NA
SEE909599581535,Pfreimd T1,ENGIE Deutschland Erneuerbare GmbH,Pumpspeicher,NA,29,29,1959,Volleinspeisung,92723,Tännesberg,Tanzmühle,4,Bayern,FALSE,NA,NA
SEE914474474840,Ekol,Borchers Biomassekraftwerk GmbH,Biomasse,NA,7.72,7.72,2006,TeileinspeisungEigenverbrauch,46325,Borken,Hansestraße,44,NordrheinWestfalen,FALSE,NA,NA
SEE930322571356,KWK006-2,SWK ENERGIE GmbH,Erdgas,ErdgasErdoelgas,4.3,4.241,2013,Volleinspeisung,47804,Krefeld,St. Töniser Straße,270,NordrheinWestfalen,FALSE,NA,NA
SEE908238702164,Turboeinheit 1 Dampfturbine 60 t Gen 10 MW,Bayer AG Berlin,Erdgas,ErdgasErdoelgas,9.8,9.4,1973,TeileinspeisungEigenverbrauch,13353,Berlin,Müllerstraße,170,Berlin,FALSE,NA,NA
SEE909438607068,IPH Strom VT3,Infraserv GmbH & Co. Höchst KG,Erdgas,ErdgasErdoelgas,13,12.9,2021,Volleinspeisung,65929,Frankfurt,Brüningstraße,50,Hessen,FALSE,NA,NA
SEE910326850336,Regensburg KWK 1,BMW AG,Erdgas,ErdgasErdoelgas,2.678,2.678,2011,TeileinspeisungEigenverbrauch,93055,Regensburg,Herbert-Quandt-Allee,1,Bayern,FALSE,NA,NA
SEE912155078967,"GG III 8.111,04 kWp (Teil I) Speicher",JS Energiepark Groß Godems GmbH & Co. KG,Batteriespeicher,NA,3,3,2025,Volleinspeisung,19372,Groß Godems,NA,NA,MecklenburgVorpommern,FALSE,NA,NA
SEE918067363207,Happurg F4,Uniper Kraftwerke GmbH,Pumpspeicher,NA,40,40,1958,Volleinspeisung,91230,Happurg,Hauptstraße,26,Bayern,FALSE,NA,NA
SEE918483749111,Müden Maschine 3,RWE Generation Hydro GmbH,Wasser,NA,4.1,4.1,1965,Volleinspeisung,56254,Müden,An der B416,NA,RheinlandPfalz,FALSE,NA,NA
SEE918609979057,Heizkraftwerk Leipzig Süd GTA 9A,Stadtwerke Leipzig GmbH,Erdgas,ErdgasErdoelgas,66.766,66.321,2022,TeileinspeisungEigenverbrauch,04279,Leipzig,Bornaische Straße,120,Sachsen,FALSE,NA,NA
SEE904859529197,ZF-FRD-W04-G32-Prüfstand-B03,ZF Friedrichshafen AG,Mineraloelprodukte,AndereMineraloelprodukte,1.756,1.756,2021,TeileinspeisungEigenverbrauch,88046,Friedrichshafen,Graf-von-Soden-Platz,1,BadenWuerttemberg,FALSE,NA,NA
SEE908040387344,BHKW1,DFS Energy GmbH,Erdgas,ErdgasErdoelgas,2.005,1.9805,2014,TeileinspeisungEigenverbrauch,63225,Langen,Am DFS-Campus,3,Hessen,FALSE,NA,NA
SEE912681231416,Anlage 2009,Mercer Torgau GmbH & Co. KG,Biomasse,NA,2.59,2.578,2009,Volleinspeisung,04860,Torgau,Forstweg,1,Sachsen,FALSE,NA,NA
SEE923480872250,PSW Geesthacht PSS B,Vattenfall Wasserkraft GmbH,Pumpspeicher,NA,40,39.7,1958,Volleinspeisung,21502,Geesthacht,Elbuferstraße,49,SchleswigHolstein,FALSE,NA,NA
SEE900295294101,BHKW Obere Viehweide M4 (Waldhäuser Str 100),Stadtwerke Tübingen GmbH,Erdgas,ErdgasErdoelgas,3.352,3.233,2013,TeileinspeisungEigenverbrauch,72076,Tübingen,Waldhäuser Straße,100,BadenWuerttemberg,FALSE,NA,NA
SEE907370296296,MKW SAD Turbine 5,Zweckverband Müllverwertung Schwandorf,Abfall,AbfallHausmuellSiedlungsabfaelle,30,30,1992,TeileinspeisungEigenverbrauch,92421,Schwandorf,Alustraße,7,Bayern,FALSE,NA,NA
SEE909007092769,Merching K(Ro)1,Uniper Kraftwerke GmbH,Wasser,NA,4.5,4,1978,Volleinspeisung,86504,Merching,Friedenaustraße,NA,Bayern,FALSE,NA,NA
SEE911671792326,Emsland D GT1,RWE Generation SE,Erdgas,ErdgasErdoelgas,297.93,293.5,2010,Volleinspeisung,49808,Lingen,Schüttorfer Straße,100,Niedersachsen,FALSE,NA,NA
SEE913556136355,Rheinfelden Dampfturbine,Evonik Operations GmbH,Erdgas,ErdgasErdoelgas,6.43,6.43,2006,TeileinspeisungEigenverbrauch,79618,Rheinfelden,Untere Kanalstraße,3,BadenWuerttemberg,FALSE,NA,NA
SEE901925227438,DT,Mohn Media Mohndruck GmbH,Erdgas,ErdgasErdoelgas,6.46,6.358,1994,TeileinspeisungEigenverbrauch,33332,Gütersloh,Carl-Bertelsmann-Straße,161,NordrheinWestfalen,FALSE,NA,NA
SEE903949785369,Vianden M5,RWE Generation SE,Pumpspeicher,NA,100,100,1963,TeileinspeisungEigenverbrauch,9463,Stolzembourg,Rue de l'Energie,2,NA,FALSE,NA,NA
SEE904819420762,HKW Mitte Gasturbine 1,BEW Berliner Energie und Wärme GmbH,Erdgas,ErdgasErdoelgas,172,164,1997,TeileinspeisungEigenverbrauch,10179,Berlin,Köpenicker Straße,60,Berlin,FALSE,NA,NA
SEE905930139120,Big Battery Lausitz,Lausitz Energie Kraftwerke AG,Batteriespeicher,NA,66,66,2020,Volleinspeisung,03130,Spremberg,An der alten Ziegelei,1,Brandenburg,FALSE,NA,NA
SEE908495409905,KW Waldshut MS B6,Schluchseewerk AG,Pumpspeicher,NA,44,44,1952,None,79761,Waldshut-Tiengen,Kraftwerkstraße,13,BadenWuerttemberg,FALSE,NA,NA
SEE913862454280,Hybridregelkraftwerk,swb Erzeugung AG & Co. KG,Batteriespeicher,NA,18,18,2019,Volleinspeisung,28207,Bremen,Hastedter Osterdeich,255,Bremen,FALSE,NA,NA
SEE914662265496,Dampfturbine AEG Kanis,WMF GmbH,Waerme,Dampf,5.5,5.47,1965,TeileinspeisungEigenverbrauch,73312,Geislingen,WMF Platz,1,BadenWuerttemberg,FALSE,NA,NA
SEE914187135533,Maschine 2,Mineraloelraffinerie Oberrhein,Mineraloelprodukte,Raffineriegas,12.5,11.3,1995,TeileinspeisungEigenverbrauch,76187,Karlsruhe,Nördliche Raffineriestraße,1,BadenWuerttemberg,FALSE,NA,NA
SEE917096062495,KWK Anlage Großenkneten,ExxonMobil Production Deutschland GmbH,Erdgas,ErdgasErdoelgas,30.496,30.16,2014,TeileinspeisungEigenverbrauch,26197,Großenkneten,Vor dem Esch,12,Niedersachsen,FALSE,NA,NA
SEE918093565491,Speicher GG III (Teil 2),JS Energiepark Groß Godems GmbH & Co. KG,Batteriespeicher,NA,7,7,2025,Volleinspeisung,19372,Groß Godems,NA,NA,MecklenburgVorpommern,FALSE,NA,NA
SEE901268232014,trlyr 4,trlyr 4 GmbH & Co. KG,Batteriespeicher,NA,15.804,15.804,2025,Volleinspeisung,04720,Döbeln,Stockhausener Straße,6,Sachsen,FALSE,NA,NA
SEE906120609386,DTS 2,Essity Operations Mannheim GmbH,Erdgas,ErdgasErdoelgas,28.5,28.448,1969,TeileinspeisungEigenverbrauch,68305,Mannheim,Sandhofer Straße,176,BadenWuerttemberg,FALSE,NA,NA
SEE911689709217,Dampfturbine 2,Smurfit Westrock Herzberg Solid Board GmbH,Erdgas,ErdgasErdoelgas,6.4,6,1957,TeileinspeisungEigenverbrauch,37412,Herzberg,Andreasberger Straße,1,Niedersachsen,FALSE,NA,NA
SEE917331286914,Werk 1.1 KWK 2,BMW AG,Erdgas,ErdgasErdoelgas,4.5,4.5,2019,TeileinspeisungEigenverbrauch,80809,München,Lerchenauer Straße,76,Bayern,FALSE,NA,NA
SEE918143230942,Walsum 10,STEAG Power GmbH,Steinkohle,Steinkohlen,790,725,2013,TeileinspeisungEigenverbrauch,47179,Duisburg,Dr.-Wilhelm-Roelen-Str.,129,NordrheinWestfalen,FALSE,NA,NA
SEE921059219284,Küstenkraftwerk K.I.E.L Motor 7,Stadtwerke Kiel AG,Erdgas,ErdgasErdoelgas,9.571,9.456,2018,Volleinspeisung,24149,Kiel,Hasselfelde,30,SchleswigHolstein,FALSE,NA,NA
SEE915985628661,Pumpspeicherkraftwerk Erzhausen,Statkraft Markets GmbH,Pumpspeicher,NA,220,200,1964,Volleinspeisung,37574,Einbeck,Erzhäuser Straße,34,Niedersachsen,FALSE,NA,NA
SEE920999677857,Bergheim E K3,Donau-Wasserkraft AG,Wasser,NA,8.3,7.9,1970,Volleinspeisung,86673,Bergheim,Förchenau,NA,Bayern,FALSE,NA,NA
SEE921905907730,Niederaußem G,RWE Power AG,Braunkohle,Rohbraunkohlen,668,628,1974,TeileinspeisungEigenverbrauch,50129,Bergheim,Werkstr.,NA,NordrheinWestfalen,FALSE,2033,KVBG
SEE900128586359,HKW-Sandreuth (Müll),N-ERGIE Kraftwerke GmbH,Waerme,Dampf,26.28,18.8,1992,Volleinspeisung,90441,Nürnberg,Sandreuthstraße,55,Bayern,FALSE,NA,NA
SEE901248773803,Ettling K3,Uniper Kraftwerke GmbH,Wasser,NA,4.1,4.1,1988,Volleinspeisung,94522,Wallersdorf,Kraftwerkstr.,1,Bayern,FALSE,NA,NA
SEE901980882672,KW Kühtai - Maschine 2,TIWAG-Tiroler Wasserkraft AG,Pumpspeicher,NA,144.5,144.5,1981,Volleinspeisung,6183,Kühtai,Kühtai,73,NA,FALSE,NA,NA
SEE902845037787,Werk 1.1 KWK 3,BMW AG,Erdgas,ErdgasErdoelgas,4.5,4.5,2019,TeileinspeisungEigenverbrauch,80809,München,Lerchenauer Straße,76,Bayern,FALSE,NA,NA
SEE913088869400,Kombi-HKW GT1,Städtische Werke Energie + Wärme GmbH,Erdgas,ErdgasErdoelgas,15.68,15.29,2021,Volleinspeisung,34134,Kassel,Dennhäuser Straße,122,Hessen,FALSE,NA,NA
SEE929516405690,BMK Lünen,BMK Biomassekraftwerk Lünen GmbH,Biomasse,NA,20.5,18.5,2006,Volleinspeisung,44536,Lünen,Josef-Rethmann-Straße,4,NordrheinWestfalen,FALSE,NA,NA
SEE930277153294,Mitte BHKW 2 Modul 7,Stadtwerke Duisburg AG,Erdgas,ErdgasErdoelgas,4.5,4.472,2023,Volleinspeisung,47053,Duisburg,Bungertstr.,27,NordrheinWestfalen,FALSE,NA,NA
SEE930322142068,KW Säckingen B8,Schluchseewerk AG,Pumpspeicher,NA,90,90,1967,None,79713,Bad Säckingen,Stollenweg,2,BadenWuerttemberg,FALSE,NA,NA
SEE931018364146,KW Wehr MS A10,Schluchseewerk AG,Pumpspeicher,NA,227.5,227.5,1975,None,79664,Wehr,Todtmooser Straße,150,BadenWuerttemberg,FALSE,NA,NA
SEE902474184968,Biomethan BHKW 1 Hannover Stöcken,BEH Bioenergie Hannover GmbH,Biomasse,NA,4.5,4.5,2024,Volleinspeisung,30419,Hannover,Stelinger Straße,19,Niedersachsen,FALSE,NA,NA
SEE909387693235,KWK Gütersloh,Pfleiderer Gütersloh GmbH,Biomasse,NA,13.309,12.1,2000,Volleinspeisung,33332,Gütersloh,Stadtring Nordhorn,61,NordrheinWestfalen,FALSE,NA,NA
SEE912906399075,HKW Eltmann,Palm Power GmbH & Co. KG,Erdgas,ErdgasErdoelgas,75.185,75.185,2017,Volleinspeisung,97483,Eltmann,Industriestraße,23,Bayern,FALSE,NA,NA
SEE922911017253,Wintrich Maschine 2,RWE Generation Hydro GmbH,Wasser,NA,5,5,1965,Volleinspeisung,54487,Wintrich,Am Stauwehr,6,RheinlandPfalz,FALSE,NA,NA
SEE915885358156,HKW III  Block B,Stadtwerke Duisburg AG,Erdgas,ErdgasErdoelgas,75.3,75.2,2004,Volleinspeisung,47249,Duisburg,Wanheimer Str.,439,NordrheinWestfalen,FALSE,NA,NA
SEE916134140720,Biomassekraftwerk Landesbergen,Statkraft Markets GmbH,Biomasse,NA,20,20,2003,Volleinspeisung,31628,Landesbergen,Hävern,1,Niedersachsen,FALSE,NA,NA
SEE918705951896,GT2,BASF InfraService & Solutions Lausitz GmbH,Erdgas,ErdgasErdoelgas,40.94,40.428,1994,Volleinspeisung,01987,Schwarzheide,Schipkauer Straße,1,Brandenburg,FALSE,NA,NA
SEE905192478234,Knapsack I - Gasturbine GT12,Knapsack Power GmbH & Co. KG,Erdgas,ErdgasErdoelgas,295,295,2007,Volleinspeisung,50354,Hürth,Industriestraße,300,NordrheinWestfalen,FALSE,NA,NA
SEE906326984744,Weiher 3,STEAG Power GmbH,Steinkohle,Steinkohlen,724,655.6,1976,TeileinspeisungEigenverbrauch,66287,Quierschied,Kraftwerk Weiher,2,Saarland,FALSE,NA,reserve
SEE916264433549,KWK-Modul 3-H Gotha West,Gothaer Stadtwerke ENERGIE,Erdgas,ErdgasErdoelgas,3.36,3.3314,2017,TeileinspeisungEigenverbrauch,99867,Gotha,Waltershäuser Straße,98 a,Thueringen,FALSE,NA,NA
SEE916286398239,W059-RD_Geb. 130/8_1001-1029,Firma Mercedes-Benz AG Werk 050 HPC NC50 LN-Nr.: 17319765,Mineraloelprodukte,Dieselkraftstoff,9.042,9.042,2015,TeileinspeisungEigenverbrauch,70327,Stuttgart,Mercedesstraße,137,BadenWuerttemberg,FALSE,NA,NA
SEE916662059105,GuD-Block 1,Stadtwerke Rostock Aktiengesellschaft,Erdgas,ErdgasErdoelgas,37,36,1996,Volleinspeisung,18069,Rostock,Schmarler Damm,5,MecklenburgVorpommern,FALSE,NA,NA
SEE918028674410,GM9,Stadtwerke Rosenheim GmbH & Co. KG,Erdgas,ErdgasErdoelgas,4.502,4.457,2023,Volleinspeisung,83022,Rosenheim,Schönfeldstraße,15,Bayern,FALSE,NA,NA
SEE920575296687,"Kraftwerk VII, Block 71, GT711",SYNEQT GmbH,Erdgas,ErdgasErdoelgas,57.21,55.77,2022,Volleinspeisung,45772,Marl,Paul-Baumann-Straße,1,NordrheinWestfalen,FALSE,NA,NA
SEE921509939243,PASM Großspeicher Bamberg I (Intillion),PASM GmbH,Batteriespeicher,NA,5.4,5.4,2024,Volleinspeisung,96050,Bamberg,Gutenbergstraße,13,Bayern,FALSE,NA,NA
SEE902329484380,Dampfturbine I Südzucker Wabern,Südzucker AG,Waerme,Dampf,12.54,11.8754,1976,TeileinspeisungEigenverbrauch,34590,Wabern,Homberger Straße,1,Hessen,FALSE,NA,NA
SEE910204132950,KW Wyhlen Francis 09,naturenergie hochrhein AG,Wasser,NA,2.184,2.166,1912,TeileinspeisungEigenverbrauch,79639,Grenzach-Wyhlen,Am Wasserkraftwerk,NA,BadenWuerttemberg,FALSE,NA,NA
SEE908096553144,GBS 2 KW Bexbach,Iqony Battery System,Batteriespeicher,NA,15,15,2016,Volleinspeisung,66450,Bexbach,Grubenstraße,NA,Saarland,FALSE,NA,NA
SEE909106315790,TG-1904,Mineraloelraffinerie Oberrhein,Mineraloelprodukte,Raffineriegas,15,13.5,1995,TeileinspeisungEigenverbrauch,76187,Karlsruhe,Nördliche Raffineriestraße,1,BadenWuerttemberg,FALSE,NA,NA
SEE914018262315,016 BHKW Modul 3,Universitätsklinikum Bonn,Erdgas,ErdgasErdoelgas,2.05,2.05,2016,TeileinspeisungEigenverbrauch,53127,Bonn,Venusberg-Campus,1,NordrheinWestfalen,FALSE,NA,NA
SEE921877855527,Gasturbine 01 Industriekraftwerk,Solvay GmbH,Erdgas,ErdgasErdoelgas,63.5,58.5,2019,TeileinspeisungEigenverbrauch,06406,Bernburg,Köthensche Straße,1 a,SachsenAnhalt,FALSE,NA,NA
SEE902489482608,KW Laufenburg Maschine 4,naturenergie holding AG,Wasser,NA,10.6,10.442,1990,Volleinspeisung,5080,Laufenburg,Baslerstrasse,NA,NA,FALSE,NA,NA
SEE905731198661,"Duotherm-Anlage, Biomasse",Bremerhavener Entsorgungsgesellschaft mbH,Biomasse,NA,5,5,2002,Volleinspeisung,27570,Bremerhaven,Zur Hexenbrücke,16,Bremen,FALSE,NA,NA
SEE913203719740,GKW,AG der Dillinger Hüttenwerke,Sonstige Energietraeger (nicht erneuerbar),HochofengasKonvertergas,95.558,89.337,2009,TeileinspeisungEigenverbrauch,66763,Dillingen,Werkstraße,1,Saarland,FALSE,NA,NA
SEE913198518410,KW Waldshut MS B5,Schluchseewerk AG,Pumpspeicher,NA,44,44,1952,None,79761,Waldshut-Tiengen,Kraftwerkstraße,13,BadenWuerttemberg,FALSE,NA,NA
SEE921316314745,BHKW Obere Viehweide M3 (Waldhäuser Str 100),Stadtwerke Tübingen GmbH,Erdgas,ErdgasErdoelgas,3.352,3.288,2013,TeileinspeisungEigenverbrauch,72076,Tübingen,Waldhäuser Straße,100,BadenWuerttemberg,FALSE,NA,NA
SEE925388069183,HKW Schwarza GT 6,TWS Thüringer Wärme Service GmbH,Erdgas,ErdgasErdoelgas,5.014,4.939,1992,TeileinspeisungEigenverbrauch,07407,Rudolstadt,Breitscheidstraße,160,Thueringen,FALSE,NA,NA
SEE901506319514,WKW Rudolf-Fettweis-Werk Murgwerk M3,EnBW Energie Baden-Württemberg AG,Wasser,NA,4.4,4.4,1918,TeileinspeisungEigenverbrauch,76596,Forbach,Werkstraße,5,BadenWuerttemberg,FALSE,NA,NA
SEE902932530221,Second Foundation BESS Oberröblingen,BESS Oberröblingen GmbH & Co. KG,Batteriespeicher,NA,13.8,13.8,2025,Volleinspeisung,06526,Sangerhausen,Handelsweg,18,SachsenAnhalt,FALSE,NA,NA
SEE907667929555,HKW Dresden-Nord,DREWAG - Stadtwerke Dresden GmbH,Erdgas,ErdgasErdoelgas,12,11.5,2018,Volleinspeisung,01099,Dresden,Hermann-Mende-Straße,2,Sachsen,FALSE,NA,NA
SEE913896693631,Tiefstack GuD GT41,Hamburger Energiewerke GmbH,Erdgas,ErdgasErdoelgas,51,50,2009,Volleinspeisung,22113,Hamburg,Andreas-Meyer-Straße,8,Hamburg,FALSE,NA,NA
SEE918928929085,illwerke vkw Rodundwerk I M4,EnBW Energie Baden-Württemberg AG,Wasser,NA,50,50,1943,Volleinspeisung,A-6773,Vandans,Anton-Ammann-Straße,19,NA,FALSE,NA,NA
SEE922579581844,GT2,Smurfit Westrock Zülpich Paper GmbH,Erdgas,ErdgasErdoelgas,5.9895,4.946,1996,Volleinspeisung,53909,Zülpich,Zum Mühlengraben,1,NordrheinWestfalen,FALSE,NA,NA
SEE924053403383,"Shell Energy and Chemicals Park, Kraftwerk Wesseling, Turbine 5",Shell Deutschland GmbH,Mineraloelprodukte,HeizoelSchwer,34.3,34.3,1979,TeileinspeisungEigenverbrauch,50389,Wesseling,Ludwigshafener Str.,1,NordrheinWestfalen,FALSE,NA,NA
SEE904161631090,Heizkraftwerk Altbach/Deizisau GT C,EnBW Energie Baden-Württemberg AG,Erdgas,ErdgasErdoelgas,87,81,1975,TeileinspeisungEigenverbrauch,73776,Altbach,Industriestraße,11,BadenWuerttemberg,FALSE,NA,NA
SEE907389779292,Boxberg Block Q,Lausitz Energie Kraftwerke AG,Braunkohle,Rohbraunkohlen,893,840,2000,TeileinspeisungEigenverbrauch,02943,Boxberg,Am Kraftwerk,1,Sachsen,FALSE,2038,KVBG
SEE907892165506,Cuno Heizkraftwerk Herdecke BHKW1,Mark-E Aktiengesellschaft,Erdgas,ErdgasErdoelgas,1.988,1.95,2004,Volleinspeisung,58313,Herdecke,Wetterstraße,111,NordrheinWestfalen,FALSE,NA,NA
SEE912160334607,Leuna GT2,TotalEnergies Raffinerie Mitteldeutschland GmbH,Erdgas,ErdgasErdoelgas,37.6,37,1994,TeileinspeisungEigenverbrauch,06237,Leuna,NA,NA,SachsenAnhalt,FALSE,NA,NA
SEE928076311489,Fernwärmekraftwerk Kassel DT2,Städtische Werke Energie + Wärme GmbH,Braunkohle,Rohbraunkohlen,38,33.5,1989,Volleinspeisung,34134,Kassel,Dennhäuser Straße,122,Hessen,FALSE,NA,NA
SEE928761575349,EEW Großräschen GmbH,EEW Energy from Waste Großräschen GmbH,Abfall,AbfallHausmuellSiedlungsabfaelle,25,25,2008,TeileinspeisungEigenverbrauch,01983,Großräschen,Bergmannstraße,900 r,Brandenburg,FALSE,NA,NA
